subset,instrument,instrument_id,fold,track_id,uuid4,random
test,violin,3,7,0,violin_186,0.881419227
test,piano,2,4,0,piano_455,0.176027254
test,piano,2,4,0,piano_627,0.564897725
test,violin,3,7,0,violin_425,0.176172103
test,guitar,0,1,0,guitar_380,0.73874982
test,violin,3,7,0,violin_246,0.666888882
test,piano,2,4,0,piano_359,0.812323049
test,flute,1,3,0,flute_145,0.60828836
test,guitar,0,1,0,guitar_659,0.968278434
test,piano,2,4,0,piano_457,0.014686981
test,flute,1,3,0,flute_342,0.229299948
test,guitar,0,1,0,guitar_654,0.835419841
test,piano,2,4,0,piano_358,0.53573553
test,flute,1,3,0,flute_330,0.041218266
test,guitar,0,1,0,guitar_398,0.097278154
test,guitar,0,1,0,guitar_553,0.962505243
test,piano,2,4,0,piano_427,0.447891834
test,flute,1,3,0,flute_73,0.815220241
test,piano,2,4,0,piano_297,0.264533538
test,piano,2,4,0,piano_177,0.810469938
test,violin,3,7,0,violin_23,0.367307809
test,piano,2,4,0,piano_11,0.020801228
test,violin,3,7,0,violin_407,0.023785844
test,flute,1,3,0,flute_323,0.658417678
test,piano,2,4,0,piano_383,0.463159819
test,violin,3,7,0,violin_247,0.082531483
test,piano,2,4,0,piano_25,0.581920126
test,flute,1,3,0,flute_220,0.866285963
test,guitar,0,1,0,guitar_441,0.122795417
test,piano,2,4,0,piano_309,0.236810287
test,violin,3,7,0,violin_374,0.249016519
test,violin,3,7,0,violin_294,0.338041116
test,flute,1,3,0,flute_446,0.926742477
test,flute,1,3,0,flute_51,0.942517566
test,guitar,0,1,0,guitar_393,0.008315297
test,flute,1,3,0,flute_112,0.739424314
test,guitar,0,1,0,guitar_495,0.207628027
test,flute,1,3,0,flute_146,0.396163304
test,guitar,0,1,0,guitar_323,0.150101527
test,guitar,0,1,0,guitar_360,0.086560997
test,piano,2,4,0,piano_422,0.091554679
test,guitar,0,1,0,guitar_76,0.666006655
test,piano,2,4,0,piano_235,0.88391299
test,piano,2,4,0,piano_509,0.886397141
test,violin,3,7,0,violin_149,0.293546088
test,violin,3,7,0,violin_191,0.395701523
test,guitar,0,1,0,guitar_288,0.305241261
test,flute,1,3,0,flute_280,0.702640608
test,flute,1,3,0,flute_348,0.719469532
test,guitar,0,1,0,guitar_177,0.420006132
test,violin,3,7,0,violin_404,0.361013249
test,piano,2,4,0,piano_692,0.888895717
test,guitar,0,1,0,guitar_593,0.946169295
test,piano,2,4,0,piano_400,0.249159319
test,piano,2,4,0,piano_690,0.047138452
test,piano,2,4,0,piano_695,0.036869615
test,guitar,0,1,0,guitar_190,0.974789547
test,guitar,0,1,0,guitar_2,0.685551652
test,violin,3,7,0,violin_436,0.878954992
test,piano,2,4,0,piano_710,0.907950224
test,guitar,0,1,0,guitar_166,0.441218715
test,flute,1,3,0,flute_118,0.713575405
test,piano,2,4,0,piano_611,0.437031262
test,flute,1,3,0,flute_40,0.49513822
test,guitar,0,1,0,guitar_125,0.888797598
test,piano,2,4,0,piano_516,0.692278189
test,piano,2,4,0,piano_31,0.654449698
test,guitar,0,1,0,guitar_652,0.777171607
test,piano,2,4,0,piano_325,0.345464362
test,piano,2,4,0,piano_571,0.686162309
test,violin,3,7,0,violin_216,0.193590627
test,flute,1,3,0,flute_37,0.302793878
test,piano,2,4,0,piano_46,0.87338983
test,piano,2,4,0,piano_443,0.649387796
test,flute,1,3,0,flute_395,0.311042229
test,guitar,0,1,0,guitar_244,0.082212841
test,guitar,0,1,0,guitar_176,0.656919217
test,flute,1,3,0,flute_78,0.937532502
test,guitar,0,1,0,guitar_180,0.414220884
test,guitar,0,1,0,guitar_344,0.011224045
test,piano,2,4,0,piano_472,0.763153909
test,violin,3,7,0,violin_42,0.680420854
test,violin,3,7,0,violin_183,0.937129715
test,piano,2,4,0,piano_291,0.156995718
test,flute,1,3,0,flute_328,0.778645884
test,flute,1,3,0,flute_319,0.476751144
test,guitar,0,1,0,guitar_300,0.848333457
test,flute,1,3,0,flute_300,0.970555739
test,flute,1,3,0,flute_219,0.675099466
test,violin,3,7,0,violin_166,0.250864995
test,guitar,0,1,0,guitar_304,0.769683015
test,guitar,0,1,0,guitar_272,0.290097215
test,piano,2,4,0,piano_552,0.358730428
test,violin,3,7,0,violin_273,0.068757034
test,piano,2,4,0,piano_445,0.382362069
test,flute,1,3,0,flute_154,0.523692967
test,violin,3,7,0,violin_51,0.322922605
test,violin,3,7,0,violin_471,0.242415483
test,piano,2,4,0,piano_691,0.408598217
test,violin,3,7,0,violin_283,0.007776526
test,flute,1,3,0,flute_175,0.982989432
test,piano,2,4,0,piano_312,0.772526401
test,piano,2,4,0,piano_370,0.07813497
test,piano,2,4,0,piano_105,0.677893482
test,guitar,0,1,0,guitar_364,0.183864498
test,flute,1,3,0,flute_133,0.990373427
test,piano,2,4,0,piano_310,0.304964933
test,guitar,0,1,0,guitar_88,0.399365374
test,violin,3,7,0,violin_301,0.28190318
test,guitar,0,1,0,guitar_167,0.353471215
test,guitar,0,1,0,guitar_651,0.832481344
test,piano,2,4,0,piano_256,0.878392361
test,guitar,0,1,0,guitar_645,0.191568459
test,piano,2,4,0,piano_250,0.26303517
test,violin,3,7,0,violin_63,0.537889268
test,violin,3,7,0,violin_344,0.26891392
test,guitar,0,1,0,guitar_496,0.214091706
test,flute,1,3,0,flute_385,0.113587293
test,piano,2,4,0,piano_183,0.041807458
test,violin,3,7,0,violin_5,0.239452401
test,violin,3,7,0,violin_474,0.894765645
test,guitar,0,1,0,guitar_693,0.604017394
test,guitar,0,1,0,guitar_482,0.116625844
test,piano,2,4,0,piano_356,0.665153841
test,piano,2,4,0,piano_538,0.495887235
test,guitar,0,1,0,guitar_722,0.150325835
test,violin,3,7,0,violin_417,0.710493615
test,guitar,0,1,0,guitar_561,0.495981642
test,guitar,0,1,0,guitar_150,0.034979003
test,piano,2,4,0,piano_565,0.08972631
test,violin,3,7,0,violin_73,0.799989771
test,flute,1,3,0,flute_356,0.240827416
test,violin,3,7,0,violin_508,0.182807482
test,flute,1,3,0,flute_236,0.14573502
test,flute,1,3,0,flute_217,0.040936699
test,guitar,0,1,0,guitar_203,0.533872902
test,guitar,0,1,0,guitar_340,0.688558479
test,guitar,0,1,0,guitar_646,0.609517453
test,piano,2,4,0,piano_123,0.75382475
test,violin,3,7,0,violin_44,0.330237896
test,piano,2,4,0,piano_151,0.207610359
test,flute,1,3,0,flute_436,0.507898459
test,flute,1,3,0,flute_353,0.099740096
test,guitar,0,1,0,guitar_346,0.386382618
test,guitar,0,1,0,guitar_3,0.48828028
test,piano,2,4,0,piano_205,0.636126182
test,violin,3,7,0,violin_146,0.423656636
test,guitar,0,1,0,guitar_732,0.440528938
test,guitar,0,1,0,guitar_676,0.07562883
test,guitar,0,1,0,guitar_77,0.530465619
test,violin,3,7,0,violin_139,0.361646157
test,piano,2,4,0,piano_84,0.071681378
test,guitar,0,1,0,guitar_204,0.376972254
test,piano,2,4,0,piano_189,0.847019556
test,piano,2,4,0,piano_513,0.289818311
test,violin,3,7,0,violin_542,0.486641122
test,violin,3,7,0,violin_93,0.178224813
test,guitar,0,1,0,guitar_612,0.539888343
test,piano,2,4,0,piano_6,0.728556365
test,guitar,0,1,0,guitar_82,0.144207706
test,violin,3,7,0,violin_367,0.39684742
test,flute,1,3,0,flute_59,0.855712376
test,violin,3,7,0,violin_202,0.272755426
test,violin,3,7,0,violin_475,0.336825779
test,guitar,0,1,0,guitar_206,0.186722361
test,guitar,0,1,0,guitar_413,0.888850096
test,violin,3,7,0,violin_370,0.162403509
test,piano,2,4,0,piano_403,0.934916669
test,guitar,0,1,0,guitar_181,0.679773571
test,violin,3,7,0,violin_173,0.957012661
test,violin,3,7,0,violin_347,0.297504258
test,guitar,0,1,0,guitar_124,0.760540699
test,violin,3,7,0,violin_237,0.983342622
test,violin,3,7,0,violin_49,0.227065578
test,flute,1,3,0,flute_33,0.993400141
test,flute,1,3,0,flute_278,0.804189392
test,flute,1,3,0,flute_107,0.646637807
test,piano,2,4,0,piano_714,0.260972008
test,flute,1,3,0,flute_372,0.841601964
test,piano,2,4,0,piano_525,0.768413215
test,piano,2,4,0,piano_274,0.606375899
test,flute,1,3,0,flute_392,0.85313872
test,piano,2,4,0,piano_499,0.592025944
test,piano,2,4,0,piano_492,0.213788624
test,violin,3,7,0,violin_71,0.067544929
test,piano,2,4,0,piano_207,0.765432217
test,piano,2,4,0,piano_660,0.72907137
test,piano,2,4,0,piano_345,0.824893433
test,guitar,0,1,0,guitar_431,0.089022435
test,violin,3,7,0,violin_302,0.784479939
test,guitar,0,1,0,guitar_658,0.419253615
test,violin,3,7,0,violin_85,0.988173687
test,violin,3,7,0,violin_463,0.093770646
test,guitar,0,1,0,guitar_655,0.300954902
test,flute,1,3,0,flute_244,0.696492741
test,piano,2,4,0,piano_699,0.487559679
test,violin,3,7,0,violin_314,0.978067443
test,piano,2,4,0,piano_561,0.579091437
test,piano,2,4,0,piano_26,0.439397415
test,piano,2,4,0,piano_69,0.942235591
test,flute,1,3,0,flute_441,0.392459375
test,piano,2,4,0,piano_666,0.683506217
test,piano,2,4,0,piano_83,0.63804821
test,violin,3,7,0,violin_330,0.68702397
test,guitar,0,1,0,guitar_350,0.714874049
test,violin,3,7,0,violin_55,0.265791657
test,violin,3,7,0,violin_199,0.473960197
test,guitar,0,1,0,guitar_656,0.420972713
test,guitar,0,1,0,guitar_696,0.799344953
test,guitar,0,1,0,guitar_435,0.527907983
test,violin,3,7,0,violin_264,0.329825888
test,violin,3,7,0,violin_421,0.005245929
test,guitar,0,1,0,guitar_211,0.082260956
test,piano,2,4,0,piano_114,0.73320913
test,flute,1,3,0,flute_270,0.410977636
test,flute,1,3,0,flute_65,0.1087696
test,piano,2,4,0,piano_91,0.994541863
test,guitar,0,1,0,guitar_30,0.18228637
test,guitar,0,1,0,guitar_276,0.300728538
test,guitar,0,1,0,guitar_485,0.138768892
test,guitar,0,1,0,guitar_544,0.41576609
test,piano,2,4,0,piano_494,0.562553506
test,violin,3,7,0,violin_484,0.622407795
test,violin,3,7,0,violin_311,0.194482845
test,guitar,0,1,0,guitar_502,0.598038874
test,guitar,0,1,0,guitar_389,0.729425957
test,guitar,0,1,0,guitar_474,0.944196242
test,piano,2,4,0,piano_630,0.257579856
test,guitar,0,1,0,guitar_55,0.535476671
test,guitar,0,1,0,guitar_584,0.096532997
test,piano,2,4,0,piano_505,0.061645494
test,guitar,0,1,0,guitar_336,0.945928692
test,piano,2,4,0,piano_278,0.056298969
test,flute,1,3,0,flute_337,0.185002191
test,flute,1,3,0,flute_298,0.593679835
test,piano,2,4,0,piano_154,0.821767241
test,piano,2,4,0,piano_543,0.876854659
test,violin,3,7,0,violin_98,0.244526833
test,violin,3,7,0,violin_304,0.989500911
test,piano,2,4,0,piano_651,0.198844069
test,guitar,0,1,0,guitar_20,0.809573792
test,violin,3,7,0,violin_96,0.86510921
test,violin,3,7,0,violin_114,0.421852729
test,violin,3,7,0,violin_230,0.132348659
test,guitar,0,1,0,guitar_50,0.251597944
test,violin,3,7,0,violin_579,0.119120692
test,guitar,0,1,0,guitar_396,0.828152138
test,piano,2,4,0,piano_181,0.756840419
test,violin,3,7,0,violin_74,0.17557702
test,piano,2,4,0,piano_98,0.496827363
test,piano,2,4,0,piano_281,0.65751522
test,violin,3,7,0,violin_164,0.585366222
test,violin,3,7,0,violin_235,0.232082835
test,flute,1,3,0,flute_138,0.033369153
test,piano,2,4,0,piano_232,0.388244101
test,piano,2,4,0,piano_670,0.838215178
test,piano,2,4,0,piano_76,0.959656694
test,piano,2,4,0,piano_236,0.244381888
test,flute,1,3,0,flute_209,0.408809361
test,guitar,0,1,0,guitar_94,0.536085149
test,piano,2,4,0,piano_42,0.108073541
test,flute,1,3,0,flute_16,0.747036422
test,violin,3,7,0,violin_325,0.170092389
test,piano,2,4,0,piano_461,0.118859421
test,piano,2,4,0,piano_337,0.867855363
test,violin,3,7,0,violin_19,0.729727962
test,guitar,0,1,0,guitar_231,0.416164661
test,piano,2,4,0,piano_694,0.412066287
test,violin,3,7,0,violin_546,0.557602409
test,piano,2,4,0,piano_252,0.889872699
test,violin,3,7,0,violin_240,0.313597406
test,piano,2,4,0,piano_2,0.294569289
test,guitar,0,1,0,guitar_591,0.328114684
test,piano,2,4,0,piano_354,0.104630258
test,piano,2,4,0,piano_164,0.724676898
test,guitar,0,1,0,guitar_514,0.031949194
test,guitar,0,1,0,guitar_286,0.601977072
test,violin,3,7,0,violin_572,0.961562207
test,violin,3,7,0,violin_157,0.389750583
test,flute,1,3,0,flute_127,0.871381841
test,piano,2,4,0,piano_360,0.73231875
test,guitar,0,1,0,guitar_717,0.627620712
test,violin,3,7,0,violin_427,0.637385663
test,guitar,0,1,0,guitar_265,0.881543983
test,piano,2,4,0,piano_640,0.463258048
test,flute,1,3,0,flute_414,0.727655279
test,flute,1,3,0,flute_153,0.953458766
test,piano,2,4,0,piano_432,0.259008813
test,violin,3,7,0,violin_565,0.785433839
test,violin,3,7,0,violin_172,0.55122919
test,flute,1,3,0,flute_172,0.188234184
test,guitar,0,1,0,guitar_311,0.618124078
test,flute,1,3,0,flute_15,0.424357112
test,guitar,0,1,0,guitar_632,0.810501428
test,piano,2,4,0,piano_480,0.393594794
test,violin,3,7,0,violin_45,0.084909423
test,flute,1,3,0,flute_225,0.846584114
test,violin,3,7,0,violin_68,0.196538577
test,violin,3,7,0,violin_278,0.418177387
test,piano,2,4,0,piano_622,0.249181065
test,piano,2,4,0,piano_10,0.383708505
test,flute,1,3,0,flute_63,0.979967565
test,guitar,0,1,0,guitar_232,0.049300274
test,piano,2,4,0,piano_221,0.411050017
test,violin,3,7,0,violin_215,0.401382941
test,guitar,0,1,0,guitar_533,0.59771806
test,violin,3,7,0,violin_515,0.737708794
test,guitar,0,1,0,guitar_54,0.0559805
test,violin,3,7,0,violin_163,0.615124745
test,piano,2,4,0,piano_129,0.200477271
test,guitar,0,1,0,guitar_756,0.118330133
test,violin,3,7,0,violin_86,0.845599
test,guitar,0,1,0,guitar_222,0.203462228
test,violin,3,7,0,violin_31,0.71844828
test,flute,1,3,0,flute_297,0.017361468
test,piano,2,4,0,piano_276,0.50817711
test,piano,2,4,0,piano_418,0.788934512
test,piano,2,4,0,piano_89,0.356680897
test,flute,1,3,0,flute_384,0.249468956
test,flute,1,3,0,flute_417,0.893953609
test,piano,2,4,0,piano_459,0.340608365
test,flute,1,3,0,flute_398,0.545306265
test,guitar,0,1,0,guitar_705,0.738713907
test,piano,2,4,0,piano_170,0.279834997
test,piano,2,4,0,piano_192,0.765847532
test,violin,3,7,0,violin_290,0.023675612
test,violin,3,7,0,violin_180,0.207321433
test,guitar,0,1,0,guitar_65,0.858573162
test,guitar,0,1,0,guitar_147,0.353742429
test,guitar,0,1,0,guitar_353,0.643491848
test,piano,2,4,0,piano_149,0.148290378
test,flute,1,3,0,flute_345,0.646532864
test,violin,3,7,0,violin_234,0.408678096
test,guitar,0,1,0,guitar_271,0.314213037
test,guitar,0,1,0,guitar_32,0.011164486
test,flute,1,3,0,flute_238,0.767342124
test,piano,2,4,0,piano_124,0.104672856
test,piano,2,4,0,piano_298,0.498799392
test,piano,2,4,0,piano_342,0.162134703
test,guitar,0,1,0,guitar_279,0.332300319
test,guitar,0,1,0,guitar_579,0.500694011
test,violin,3,7,0,violin_513,0.612161775
test,flute,1,3,0,flute_101,0.35100348
test,piano,2,4,0,piano_450,0.224479444
test,guitar,0,1,0,guitar_324,0.835767502
test,guitar,0,1,0,guitar_699,0.831037731
test,piano,2,4,0,piano_101,0.542922077
test,guitar,0,1,0,guitar_151,0.269823927
test,guitar,0,1,0,guitar_16,0.90337712
test,violin,3,7,0,violin_137,0.84502194
test,violin,3,7,0,violin_492,0.614173452
test,piano,2,4,0,piano_187,0.636570405
test,flute,1,3,0,flute_229,0.227494781
test,guitar,0,1,0,guitar_126,0.035277574
test,violin,3,7,0,violin_480,0.599736957
test,flute,1,3,0,flute_140,0.27329852
test,flute,1,3,0,flute_350,0.512459598
test,piano,2,4,0,piano_61,0.709837066
test,flute,1,3,0,flute_416,0.187576801
test,piano,2,4,0,piano_191,0.944349246
test,guitar,0,1,0,guitar_128,0.24449402
test,violin,3,7,0,violin_326,0.68730976
test,piano,2,4,0,piano_454,0.225248541
test,piano,2,4,0,piano_169,0.757669583
test,guitar,0,1,0,guitar_471,0.61108025
test,guitar,0,1,0,guitar_609,0.626859713
test,piano,2,4,0,piano_165,0.047344452
test,piano,2,4,0,piano_202,0.922168534
test,flute,1,3,0,flute_358,0.423642521
test,violin,3,7,0,violin_354,0.202726094
test,violin,3,7,0,violin_34,0.721857575
test,flute,1,3,0,flute_440,0.500312693
test,violin,3,7,0,violin_295,0.732668553
test,guitar,0,1,0,guitar_74,0.696979215
test,guitar,0,1,0,guitar_355,0.254633017
test,piano,2,4,0,piano_681,0.183598431
test,piano,2,4,0,piano_536,0.360300749
test,violin,3,7,0,violin_491,0.407237674
test,piano,2,4,0,piano_263,0.601912201
test,violin,3,7,0,violin_479,0.327044286
test,guitar,0,1,0,guitar_239,0.3145029
test,flute,1,3,0,flute_375,0.05502249
test,guitar,0,1,0,guitar_373,0.220875142
test,violin,3,7,0,violin_429,0.149413835
test,violin,3,7,0,violin_571,0.177401584
test,piano,2,4,0,piano_425,0.90026317
test,guitar,0,1,0,guitar_217,0.508184501
test,violin,3,7,0,violin_67,0.199867438
test,violin,3,7,0,violin_145,0.598833754
test,guitar,0,1,0,guitar_709,0.287912384
test,violin,3,7,0,violin_132,0.093894208
test,guitar,0,1,0,guitar_248,0.746424579
test,violin,3,7,0,violin_126,0.906592647
test,piano,2,4,0,piano_598,0.013148427
test,guitar,0,1,0,guitar_301,0.883009977
test,piano,2,4,0,piano_241,0.495121093
test,guitar,0,1,0,guitar_613,0.927859304
test,piano,2,4,0,piano_560,0.071424523
test,piano,2,4,0,piano_673,0.360002303
test,guitar,0,1,0,guitar_499,0.911260204
test,piano,2,4,0,piano_54,0.870309661
test,violin,3,7,0,violin_544,0.073734143
test,flute,1,3,0,flute_279,0.954228272
test,guitar,0,1,0,guitar_281,0.754090396
test,piano,2,4,0,piano_373,0.024468186
test,flute,1,3,0,flute_271,0.524866796
test,violin,3,7,0,violin_196,0.382374686
test,flute,1,3,0,flute_157,0.377117554
test,guitar,0,1,0,guitar_229,0.51860062
test,flute,1,3,0,flute_71,0.766080624
test,flute,1,3,0,flute_173,0.651549953
test,guitar,0,1,0,guitar_630,0.966530537
test,flute,1,3,0,flute_87,0.331677863
test,piano,2,4,0,piano_639,0.257644764
test,violin,3,7,0,violin_94,0.947888752
test,guitar,0,1,0,guitar_200,0.390438217
test,violin,3,7,0,violin_43,0.006729601
test,guitar,0,1,0,guitar_622,0.871285697
test,piano,2,4,0,piano_607,0.189912207
test,violin,3,7,0,violin_361,0.331234557
test,violin,3,7,0,violin_335,0.564926565
test,piano,2,4,0,piano_283,0.043206391
test,violin,3,7,0,violin_551,0.569257206
test,guitar,0,1,0,guitar_81,0.766697532
test,flute,1,3,0,flute_149,0.431454271
test,piano,2,4,0,piano_599,0.087255265
test,flute,1,3,0,flute_163,0.566660899
test,piano,2,4,0,piano_392,0.445782892
test,flute,1,3,0,flute_62,0.438307959
test,violin,3,7,0,violin_519,0.308451806
test,guitar,0,1,0,guitar_6,0.82706882
test,piano,2,4,0,piano_382,0.514050357
test,violin,3,7,0,violin_416,0.532245244
test,violin,3,7,0,violin_18,0.294893595
test,piano,2,4,0,piano_568,0.310470848
test,guitar,0,1,0,guitar_673,0.617619437
test,piano,2,4,0,piano_376,0.613305495
test,violin,3,7,0,violin_540,0.473427407
test,guitar,0,1,0,guitar_759,0.516357844
test,guitar,0,1,0,guitar_341,0.401748324
test,guitar,0,1,0,guitar_529,0.072735335
test,flute,1,3,0,flute_169,0.178161032
test,piano,2,4,0,piano_135,0.853007711
test,violin,3,7,0,violin_167,0.365430269
test,violin,3,7,0,violin_442,0.02141202
test,flute,1,3,0,flute_349,0.555710166
test,violin,3,7,0,violin_9,0.350500433
test,guitar,0,1,0,guitar_684,0.756349575
test,violin,3,7,0,violin_245,0.475464521
test,guitar,0,1,0,guitar_320,0.746284117
test,flute,1,3,0,flute_88,0.545495302
test,guitar,0,1,0,guitar_570,0.013184472
test,flute,1,3,0,flute_361,0.702549014
test,piano,2,4,0,piano_582,0.038981551
test,flute,1,3,0,flute_191,0.917408768
test,violin,3,7,0,violin_448,0.875244208
test,piano,2,4,0,piano_60,0.156853265
test,violin,3,7,0,violin_256,0.118823301
test,guitar,0,1,0,guitar_681,0.731307817
test,piano,2,4,0,piano_141,0.548511952
test,flute,1,3,0,flute_137,0.389010191
test,guitar,0,1,0,guitar_424,0.665692199
test,piano,2,4,0,piano_656,0.400988702
test,piano,2,4,0,piano_74,0.803728167
test,flute,1,3,0,flute_29,0.112920541
test,violin,3,7,0,violin_530,0.664231205
test,guitar,0,1,0,guitar_429,0.84024983
test,violin,3,7,0,violin_203,0.778472664
test,violin,3,7,0,violin_89,0.190376155
test,guitar,0,1,0,guitar_688,0.434570621
test,piano,2,4,0,piano_92,0.255970353
test,guitar,0,1,0,guitar_112,0.438227816
test,violin,3,7,0,violin_0,0.385244939
test,guitar,0,1,0,guitar_278,0.676382388
test,violin,3,7,0,violin_473,0.772258855
test,violin,3,7,0,violin_122,0.888599499
test,guitar,0,1,0,guitar_390,0.494889542
test,flute,1,3,0,flute_130,0.909772346
test,guitar,0,1,0,guitar_469,0.666418454
test,violin,3,7,0,violin_227,0.888944899
test,flute,1,3,0,flute_272,0.879118904
test,flute,1,3,0,flute_194,0.967737339
test,flute,1,3,0,flute_357,0.034281703
test,guitar,0,1,0,guitar_186,0.312132039
test,flute,1,3,0,flute_438,0.534757575
test,guitar,0,1,0,guitar_67,0.199526875
test,violin,3,7,0,violin_299,0.884297516
test,flute,1,3,0,flute_178,0.099716024
test,violin,3,7,0,violin_231,0.817465833
test,guitar,0,1,0,guitar_604,0.302730134
test,guitar,0,1,0,guitar_440,0.38118281
test,guitar,0,1,0,guitar_649,0.924709854
test,guitar,0,1,0,guitar_445,0.420079444
test,flute,1,3,0,flute_404,0.972444115
test,guitar,0,1,0,guitar_178,0.978341099
test,piano,2,4,0,piano_44,0.376874905
test,violin,3,7,0,violin_430,0.272951747
test,violin,3,7,0,violin_241,0.149890412
test,piano,2,4,0,piano_396,0.849033651
test,violin,3,7,0,violin_249,0.921729452
test,guitar,0,1,0,guitar_744,0.769554296
test,flute,1,3,0,flute_389,0.007187388
test,guitar,0,1,0,guitar_603,0.703720879
test,guitar,0,1,0,guitar_246,0.470877906
test,violin,3,7,0,violin_422,0.214178246
test,violin,3,7,0,violin_500,0.932704125
test,guitar,0,1,0,guitar_257,0.166137557
test,violin,3,7,0,violin_267,0.232374377
test,flute,1,3,0,flute_249,0.5820306
test,guitar,0,1,0,guitar_670,0.444666808
test,piano,2,4,0,piano_208,0.539650131
test,piano,2,4,0,piano_456,0.982895012
test,guitar,0,1,0,guitar_194,0.987791537
test,piano,2,4,0,piano_558,0.965412914
test,flute,1,3,0,flute_291,0.600396645
test,piano,2,4,0,piano_245,0.285890603
test,violin,3,7,0,violin_176,0.761353707
test,guitar,0,1,0,guitar_175,0.577996247
test,violin,3,7,0,violin_541,0.759498603
test,guitar,0,1,0,guitar_674,0.411288695
test,guitar,0,1,0,guitar_427,0.80573372
test,guitar,0,1,0,guitar_337,0.559448312
test,guitar,0,1,0,guitar_461,0.752540962
test,flute,1,3,0,flute_243,0.304498665
test,violin,3,7,0,violin_446,0.963657406
test,guitar,0,1,0,guitar_370,0.29763573
test,guitar,0,1,0,guitar_741,0.672807723
test,piano,2,4,0,piano_657,0.879173034
test,flute,1,3,0,flute_9,0.747163293
test,guitar,0,1,0,guitar_268,0.676207735
test,flute,1,3,0,flute_53,0.080220311
test,flute,1,3,0,flute_339,0.91635409
test,violin,3,7,0,violin_28,0.86053623
test,violin,3,7,0,violin_383,0.410309793
test,guitar,0,1,0,guitar_664,0.733860627
test,guitar,0,1,0,guitar_44,0.432791315
test,piano,2,4,0,piano_367,0.631426442
test,guitar,0,1,0,guitar_11,0.837403846
test,violin,3,7,0,violin_390,0.279196438
test,piano,2,4,0,piano_444,0.267820023
test,flute,1,3,0,flute_208,0.303718346
test,guitar,0,1,0,guitar_295,0.947950363
test,violin,3,7,0,violin_277,0.004461196
test,guitar,0,1,0,guitar_285,0.304043936
test,flute,1,3,0,flute_18,0.674826916
test,guitar,0,1,0,guitar_321,0.864174484
test,piano,2,4,0,piano_517,0.235570216
test,guitar,0,1,0,guitar_620,0.627692853
test,flute,1,3,0,flute_38,0.961660667
test,guitar,0,1,0,guitar_159,0.696255226
test,guitar,0,1,0,guitar_218,0.096263003
test,violin,3,7,0,violin_4,0.130738156
test,flute,1,3,0,flute_381,0.961279482
test,violin,3,7,0,violin_40,0.432003671
test,piano,2,4,0,piano_620,0.649598285
test,guitar,0,1,0,guitar_640,0.954581738
test,violin,3,7,0,violin_360,0.871825487
test,flute,1,3,0,flute_311,0.651332656
test,violin,3,7,0,violin_535,0.64255228
test,guitar,0,1,0,guitar_75,0.759265693
test,piano,2,4,0,piano_437,0.170545735
test,guitar,0,1,0,guitar_650,0.438160416
test,violin,3,7,0,violin_298,0.105968209
test,flute,1,3,0,flute_321,0.188961278
test,guitar,0,1,0,guitar_109,0.100152719
test,piano,2,4,0,piano_304,0.067408202
test,violin,3,7,0,violin_171,0.661790882
test,piano,2,4,0,piano_242,0.804395654
test,violin,3,7,0,violin_485,0.525904646
test,guitar,0,1,0,guitar_221,0.737944885
test,guitar,0,1,0,guitar_507,0.127543884
test,flute,1,3,0,flute_343,0.564686485
test,piano,2,4,0,piano_340,0.700388839
test,guitar,0,1,0,guitar_540,0.323335674
test,guitar,0,1,0,guitar_697,0.352391512
test,piano,2,4,0,piano_275,0.908997161
test,piano,2,4,0,piano_626,0.805211376
test,guitar,0,1,0,guitar_635,0.482702964
test,guitar,0,1,0,guitar_666,0.974437355
test,violin,3,7,0,violin_345,0.422069427
test,guitar,0,1,0,guitar_61,0.629147889
test,guitar,0,1,0,guitar_408,0.5286456
test,guitar,0,1,0,guitar_201,0.011619276
test,guitar,0,1,0,guitar_586,0.022062788
test,guitar,0,1,0,guitar_86,0.436743692
test,piano,2,4,0,piano_562,0.421098374
test,guitar,0,1,0,guitar_476,0.579610412
test,guitar,0,1,0,guitar_173,0.528036494
test,violin,3,7,0,violin_377,0.017907231
test,guitar,0,1,0,guitar_83,0.925999644
test,guitar,0,1,0,guitar_216,0.11813856
test,guitar,0,1,0,guitar_521,0.05936172
test,guitar,0,1,0,guitar_700,0.768806231
test,flute,1,3,0,flute_445,0.278270041
test,guitar,0,1,0,guitar_501,0.451398814
test,violin,3,7,0,violin_225,0.195124106
test,violin,3,7,0,violin_375,0.831106129
test,flute,1,3,0,flute_365,0.545189863
test,guitar,0,1,0,guitar_582,0.251755158
test,violin,3,7,0,violin_142,0.252621128
test,guitar,0,1,0,guitar_140,0.361561931
test,flute,1,3,0,flute_82,0.667473123
test,piano,2,4,0,piano_224,0.682519683
test,flute,1,3,0,flute_396,0.041028549
test,piano,2,4,0,piano_313,0.556737295
test,piano,2,4,0,piano_535,0.966572205
test,flute,1,3,0,flute_202,0.708991374
test,violin,3,7,0,violin_236,0.37584194
test,flute,1,3,0,flute_8,0.812761362
test,violin,3,7,0,violin_549,0.987288092
test,flute,1,3,0,flute_104,0.733414237
test,piano,2,4,0,piano_585,0.71680518
test,violin,3,7,0,violin_288,0.408485981
test,flute,1,3,0,flute_231,0.987883987
test,piano,2,4,0,piano_116,0.444788922
test,piano,2,4,0,piano_511,0.697186128
test,piano,2,4,0,piano_682,0.285903672
test,piano,2,4,0,piano_533,0.266081772
