subset,instrument,instrument_id,fold,track_id,uuid4,randNumb
validacion,piano,2,4,165,c9ff1180-06bb-554d-fd0f-3b83bd525b32,0.408474588
validacion,guitar,0,1,49,d4e6658d-4472-5da1-f1f2-8c3a245aa2c1,0.687540369
validacion,violin,3,7,179,c7f192f9-3d8f-53dd-f83b-17f277f6c94a,0.996943698
validacion,violin,3,7,1234,fcb8bb41-9be2-5467-fcea-da02bad30c1f,0.587816752
validacion,flute,1,3,588,f0d824e2-9a70-5ef1-f891-f60dcca0fe6c,0.936888523
validacion,piano,2,4,365,d46299c7-c298-5547-fb3b-643aec6f4160,0.95678087
validacion,flute,1,3,696,f9225b68-2865-5d07-fdd0-86b68913deff,0.864318634
validacion,piano,2,4,295,d08f7d14-bded-5301-f3ea-92b0edbaa85f,0.027433977
validacion,piano,2,4,897,f037ea73-1aed-52c5-f77f-142113a72404,0.279376469
validacion,piano,2,4,721,e6a4192a-57b7-53ab-f7e6-71133a29b2de,0.036530363
validacion,violin,3,7,15,bf065326-3165-54dc-f0b0-2ace64ab9bc3,0.014379873
validacion,violin,3,7,795,e64cda9f-0dec-5c2d-f16f-cf36369fc74d,0.92983809
validacion,piano,2,4,1170,fd303d17-706a-5332-f1dc-4d322d727b0e,0.892076119
validacion,flute,1,3,138,cd90e5ca-c828-5884-f756-109cad6d4df1,0.021335477
validacion,piano,2,4,1033,f7972ba7-9c2f-5b1e-f0a4-7a5a4e235ad8,0.488855836
validacion,piano,2,4,519,dc1abb86-597e-5774-ff64-a8ae89b08212,0.695682292
validacion,piano,2,4,498,dadaf1fb-a424-5e6a-f379-dfce8599b9dc,0.414685386
validacion,flute,1,3,568,ef3adb75-36c5-5f86-fce9-40904651e860,0.742354396
validacion,flute,1,3,530,eb9a10f8-4bfd-5c1c-fbc7-5881944e6dfa,0.222281656
validacion,piano,2,4,1094,fa0acb64-995f-514b-fcb9-0770a7adb4f9,0.128026238
validacion,violin,3,7,609,dc943e10-55d4-55f7-f182-0403a005c07f,0.248760278
validacion,flute,1,3,349,de7a6949-0876-560d-fc8b-109b8c24eac5,0.082965079
validacion,guitar,0,1,218,f1683834-c07b-535e-f894-6cfa34817a74,0.649688651
validacion,violin,3,7,226,ca193abd-d1c4-52c9-f6b2-faaad8d4bce6,0.416335216
validacion,violin,3,7,1157,f8f21b69-3641-57ec-fa8c-8f87042ac387,0.733947141
validacion,flute,1,3,14,c23a5245-e34d-59b1-f646-c9c8b844ae57,0.537572706
validacion,piano,2,4,796,ead7c1ec-8f55-57ad-f6f1-90de12a40b26,0.098369131
validacion,violin,3,7,221,c9bf00b8-cc45-55d8-fbe4-302dfd295cb2,0.301431118
validacion,piano,2,4,593,dfcfd3ea-cd89-51e3-f3fc-eaa5ac9da9ab,0.546319643
validacion,flute,1,3,62,c8496e79-cdd0-5983-fca6-3e6935bb415d,0.35769841
validacion,violin,3,7,574,daea2b50-19f3-5753-f21e-d9ce18c18fe8,0.091197141
validacion,piano,2,4,82,c543d850-c5c3-5a71-f71b-6d11b3d1c69c,0.41255816
validacion,violin,3,7,479,d60656ce-c5f5-562c-fefc-f213ea39dc16,0.301787136
validacion,violin,3,7,321,cefa2347-8cf3-5fe8-f5b4-b3b915e58cee,0.018262154
validacion,piano,2,4,1180,fd65f59b-347c-59ad-f0a8-b443731f22f5,0.270346411
validacion,piano,2,4,826,ec4ea2ea-b5fc-5924-f6e2-590c095d1b6b,0.230776343
validacion,violin,3,7,195,c8a052cf-99d4-5428-f777-2da20ce3910a,0.422347457
validacion,piano,2,4,965,f42dfdc9-0064-577e-f641-b6fb54da2112,0.819291989
validacion,violin,3,7,804,e6bb1ea8-d3cd-583b-fd4c-14c432c059fe,0.147420508
validacion,piano,2,4,576,deb5cfd3-f47e-5c89-f2de-252d05057eec,0.25016744
validacion,violin,3,7,183,c8450dcc-bb2d-51f8-f6c3-d3e9ec4902b9,0.863401052
validacion,violin,3,7,1239,fce16949-a9fd-5f2f-fce8-10dce9c2eb42,0.892104921
validacion,piano,2,4,871,eeacb69b-21f1-5cca-faeb-64a6ebdb3c8d,0.006461774
validacion,violin,3,7,23,bfc3299b-ac5f-52c6-faff-6f8e99d34756,0.713327674
validacion,flute,1,3,471,e6ada4b9-14a8-58e6-fe38-a06c0421ba6d,0.880475088
validacion,violin,3,7,571,dad2d378-198f-5a28-f0c5-8dd7723f93aa,0.439898861
validacion,violin,3,7,622,dd37150d-61c5-54e5-f906-9d37d7b96730,0.649052813
validacion,piano,2,4,409,d6b2d1d6-44f6-50e8-fc33-3d2125999bd5,0.304481397
validacion,piano,2,4,1032,f7962da9-89a3-5944-f089-310487eb512d,0.486729138
validacion,flute,1,3,790,ff3b716d-15bc-5320-f3d9-791c557f266b,0.805582553
validacion,piano,2,4,1169,fd28b898-5ae0-576b-f0c2-6d7aa778c858,0.890747384
validacion,piano,2,4,637,e194cb93-1f27-5dcf-f123-dd96c2d5a525,0.309765291
validacion,flute,1,3,583,f08da767-34b2-59b6-f62e-9706b926bb0b,0.925895018
validacion,violin,3,7,78,c32cd995-7886-5375-f0d8-e230fd9a3316,0.176674644
validacion,flute,1,3,554,edec104a-5149-535e-f46f-4b9037950993,0.667051374
validacion,violin,3,7,291,cd3c8d82-5125-51b9-f6b1-e7eb35b5b827,0.948405568
validacion,flute,1,3,336,dca1888f-9435-5411-ffef-fcb98785958e,0.393366814
validacion,violin,3,7,67,c25d646a-d0b1-5aaa-fa45-8d6212144643,0.646629487
validacion,violin,3,7,1111,f665af3f-16fc-5f04-f447-4dd7dbab9c8e,0.968688885
validacion,piano,2,4,1035,f7a8f80b-80e0-5f13-f5eb-971ee17204da,0.6668384
validacion,piano,2,4,197,cb8edaa9-e665-5e77-f2af-9ed48980959d,0.932575201
validacion,violin,3,7,912,ebf95063-4708-5844-f3e0-93315d5d6ff1,0.018098314
validacion,piano,2,4,614,e0ab761b-0583-56d9-f785-19f082f821b2,0.533663111
validacion,piano,2,4,725,e6c3c3da-3395-5cab-f612-45e91a5ccb3e,0.285118154
validacion,piano,2,4,888,ef9869f2-df67-5b7c-fe19-903899d27777,0.94291687
validacion,piano,2,4,887,ef764365-2ed4-5e36-f1ea-64d11296f750,0.703283733
validacion,piano,2,4,402,d62a88a7-6c22-5d60-f3bf-95998115b4a8,0.545560707
validacion,violin,3,7,6,be76a4e4-414e-522a-f832-6f7777a812f5,0.152271345
validacion,flute,1,3,270,d73e4cc2-e87c-540a-f813-f2a3c947b9f7,0.953552457
validacion,piano,2,4,283,cfff0e9a-963c-525e-fa2d-4c7e4e901851,0.591212229
validacion,flute,1,3,183,d08fd7b8-cb23-5dc2-f686-65f710f8649f,0.109691137
validacion,piano,2,4,554,dd859247-c3d6-5894-f902-b173cb7f3b57,0.934773124
validacion,violin,3,7,1189,fa78007a-67c1-5a13-f586-a4817fc74c6e,0.717458423
validacion,violin,3,7,264,cc078218-a475-5339-ff71-20fee0559f3a,0.928675797
validacion,violin,3,7,895,eaa45256-7526-590c-f142-ed42212e1dcb,0.037241345
validacion,piano,2,4,1173,fd3b46ff-69e7-5280-f44c-090587c16668,0.622994699
validacion,piano,2,4,1023,f72351c7-bca3-5ff0-ff84-4883cc43b0c3,0.676553875
validacion,flute,1,3,332,dc66dd64-e80d-593d-ff37-20bde403757b,0.596240248
validacion,piano,2,4,1020,f70ec8d5-f476-532f-fef3-98002c09bc0e,0.078801342
validacion,violin,3,7,740,e2d07c01-92ee-5f62-f1c8-dc5ed82c3adf,0.31262041
validacion,violin,3,7,603,dc46eda1-61f8-53a0-f8c6-46f2ce711578,0.603671414
validacion,flute,1,3,642,f4bfd326-6011-5291-f77a-db867f245349,0.935711484
validacion,flute,1,3,643,f4e6da08-ec5f-51aa-f478-b6e88e7ec8be,0.46257711
validacion,violin,3,7,643,de255ecc-64fe-5078-fb70-0fc2fc81e9cc,0.894028407
validacion,violin,3,7,993,ef7b582d-c8d2-5a25-f074-ce3898937181,0.548594577
validacion,violin,3,7,1054,f34e2219-5be6-59e6-fbf9-bfd155ff9b66,0.044830028
validacion,violin,3,7,714,e16a0184-37b2-5c4c-fc5c-82054f202fc6,0.886574113
validacion,violin,3,7,762,e4422992-bd15-5a24-f1e9-121c172327eb,0.760265053
validacion,piano,2,4,77,c504c9f0-dcee-57d7-f646-9a21796e2b4b,0.806173897
validacion,violin,3,7,977,ee7f5232-9144-5256-f48b-1af5865b6d88,0.665547466
validacion,piano,2,4,534,dcd1af2a-b1f1-5acc-f639-26889d2eba6e,0.005866598
validacion,flute,1,3,605,f1fff1cd-20bc-5d62-ff8f-1e8105c5d595,0.711613664
validacion,guitar,0,1,261,f8f028b8-b04d-5d2a-fc25-994eae3e1af2,0.555927894
validacion,violin,3,7,43,c1047685-0d98-5da4-f213-adc306a5f5be,0.803874795
validacion,piano,2,4,696,e522ce8d-776e-50b2-fffe-8692ca54d685,0.177740177
validacion,piano,2,4,1004,f67432c4-5f86-541b-f806-114e0233f65c,0.15466185
validacion,violin,3,7,1041,f27cee6d-42d7-5250-fc34-1310cd55aa5d,0.620311912
validacion,piano,2,4,266,cef0cd56-6c6b-50d3-fd02-e903205a16b7,0.253669604
validacion,piano,2,4,315,d1989536-2cb1-557c-f407-f8cdb661777d,0.471655806
validacion,flute,1,3,322,db5e5ba3-28b9-5726-f91e-e39687ddeaab,0.43079772
validacion,violin,3,7,966,ee221e3e-9dbb-5c18-fcc6-b1a5140b7004,0.199079198
validacion,violin,3,7,734,e26aea1f-9673-591e-fad2-7e903714acde,0.80711342
validacion,violin,3,7,742,e2dfadc0-dcf6-5a28-fe7c-b180b5db71b5,0.332630145
validacion,violin,3,7,451,d4f3b635-c262-5756-fe3c-5f4f875eba76,0.716706138
validacion,violin,3,7,52,c1676fc5-7f52-5d7d-fc1d-6879ed8080f6,0.691958211
validacion,flute,1,3,142,cdb81f52-0918-545f-fe8b-bb76d9ed2e4d,0.523816147
validacion,flute,1,3,612,f263da84-2c80-5bfe-fe98-bf4fd129f2f5,0.643280652
validacion,piano,2,4,971,f4705461-22b1-5f04-f12b-2895fcc4e4fe,0.997618967
validacion,violin,3,7,441,d45d0039-54b9-52d7-f4cb-82c286fdda3e,0.371418517
validacion,piano,2,4,1227,ffe56866-c53e-5b1c-f186-a0a8623a2c9b,0.322534933
validacion,piano,2,4,1178,fd492241-b88c-5489-fdf3-9f91be89c603,0.91387689
validacion,guitar,0,1,262,f92d8a7b-877b-5f68-f12d-1e93bbd114cb,0.202441848
validacion,violin,3,7,171,c780a002-03f0-5b22-fc3b-a770c4a9985e,0.382870386
validacion,guitar,0,1,254,f7306119-7937-5c80-fd50-739cd82780c4,0.688036639
validacion,piano,2,4,1139,fbc3d805-20b9-5837-f38d-ec69b00add01,0.207466346
validacion,flute,1,3,305,d9ac5b5c-6945-5209-fd8d-27bd7f102ea3,0.760646233
validacion,piano,2,4,417,d71ff878-b05e-5e30-f6fb-c2f4c86d97dd,0.54863173
validacion,piano,2,4,899,f066f8c8-2d7b-5407-f80c-8aed883f144d,0.016545522
validacion,violin,3,7,623,dd3930ca-6dbe-56f9-f657-cdde7fe16eef,0.078108317
validacion,piano,2,4,386,d5438c79-8b63-553f-f011-85d8c808a972,0.118824703
validacion,guitar,0,1,268,fa0fe5aa-ba6c-54d4-fb9e-c9c26d6bd214,0.997726248
validacion,piano,2,4,654,e2806300-a13c-53d6-ff36-44568fea0c6a,0.063801749
validacion,violin,3,7,797,e69bd493-ab1e-5a45-f707-be5d35a0f157,0.792329108
validacion,flute,1,3,403,e2481e05-991e-5b2c-f35d-b4faabbf23ef,0.535257527
validacion,piano,2,4,649,e2221b53-07e0-5e30-f461-82b721c0d087,0.477387991
validacion,piano,2,4,212,cc610e31-318d-5457-fcca-a00f5863b802,0.644894651
validacion,violin,3,7,642,de1be3a9-569a-5115-f934-96248545a75c,0.638880799
validacion,flute,1,3,631,f3c2b5a3-822d-5ed1-f73d-7869a55cb9ba,0.138146025
validacion,flute,1,3,429,e3efd48b-42b0-5994-fab5-1afd27b569bf,0.587337196
validacion,violin,3,7,586,db4ad175-1991-5396-fbf3-ef2d64e4968b,0.824025885
validacion,violin,3,7,641,de0f1790-2143-50eb-f041-9828ebf39d59,0.104022054
validacion,flute,1,3,452,e52ee378-962a-519d-f104-9913f682e449,0.717490267
validacion,flute,1,3,115,ccad733a-faac-5f5d-fa75-3c50d0117941,0.537019627
validacion,guitar,0,1,134,e2e1990e-1a7a-546b-ffcd-50a116d327b2,0.09084847
validacion,piano,2,4,508,db65b7c7-97ca-5f6b-f3e3-777251e1152f,0.098697256
validacion,violin,3,7,402,d2c0d88b-8092-5b1a-feea-31079faaebc3,0.818995199
validacion,piano,2,4,795,eac92224-591f-549e-f1e9-4837ab10478d,0.460978895
validacion,violin,3,7,1229,fc622b26-5249-56e1-f85e-a9f50e635f68,0.869179701
validacion,flute,1,3,795,ff838e13-a808-5cb4-fcaf-81f744d1c213,0.989491331
validacion,piano,2,4,668,e3a0a0ed-3d23-5521-f556-d17105d6efce,0.809950775
validacion,flute,1,3,757,fd4f1f9d-45a7-54f1-f836-30e1f7e852e2,0.574029647
validacion,violin,3,7,1114,f6b12659-89af-5606-f767-0c418e11516c,0.821840555
validacion,piano,2,4,878,ef1ece92-8ec7-5a9d-f087-3df8a516f96e,0.242838408
validacion,violin,3,7,579,db0cd1a1-8466-5c61-f459-2f608c5e7551,0.975577468
validacion,flute,1,3,188,d0c86531-bf84-5aec-f0d3-0f04c6ba61de,0.568748044
validacion,guitar,0,1,65,d6cc3b04-93db-5c8a-fd3c-d7587fb68edd,0.446060634
validacion,flute,1,3,680,f7dad4c7-6858-5b2d-f38d-27e4d4432842,0.222976972
validacion,violin,3,7,136,c5d4f4ee-c233-5621-f9e4-0705f5ecf8a2,0.411204605
validacion,piano,2,4,191,cb367f6a-cd03-503f-f1e7-963bca7b5ecf,0.33098549
validacion,flute,1,3,6,c075ee98-e979-5721-f867-f5daabba0488,0.367613165
validacion,flute,1,3,766,fdab0d29-5605-5a43-f79e-28f047210273,0.982746106
validacion,piano,2,4,912,f1160db1-ddab-5a7f-f7d5-50417e9eefe1,0.420302188
validacion,piano,2,4,325,d218aea1-35cf-59af-fba9-903128597a73,0.469829348
validacion,flute,1,3,252,d5db4ca5-af65-58b0-f686-51b8622e2f99,0.610671179
validacion,violin,3,7,1257,fd97bb4b-a21a-5745-fa14-82f6792efa52,0.098990681
validacion,piano,2,4,983,f5365822-ad7e-5678-fb86-e2fadce861fb,0.591548618
validacion,violin,3,7,427,d3f04414-b493-5836-fc10-4b071df07cd7,0.024009577
validacion,violin,3,7,1288,ff454efb-9e62-5463-f40d-0f8315ffab30,0.299671433
validacion,piano,2,4,555,dd86c1d6-ab08-5309-f727-301063a2ad77,0.066676861
validacion,piano,2,4,1206,fecff371-5435-57af-fe6a-3527c6c88d58,0.358004824
validacion,violin,3,7,216,c989c3b8-d0af-5aa9-ff17-daa6023cb323,0.040556345
validacion,flute,1,3,91,cb6b9966-2d33-59d6-f8d4-cfd74075fe14,0.425688492
validacion,piano,2,4,1097,fa2a622e-eac1-5de8-f6e5-bc133fa98854,0.076666682
validacion,piano,2,4,30,c2248649-6cf4-5eed-fa79-6ffe31aede92,0.25254348
validacion,violin,3,7,1138,f814fcdd-6c0e-5301-fec2-5d02fcc3727a,0.164858255
validacion,piano,2,4,216,ccb9aa8a-5c45-5ed1-f5ff-49d31c647e77,0.558574753
validacion,flute,1,3,204,d26c8b2d-4b1a-51df-f785-5f007de3b8cf,0.490838298
validacion,piano,2,4,808,eb829b3b-dbab-55dd-fae5-0cc47a1d9047,0.678053349
validacion,flute,1,3,396,e17aa184-c168-5d25-f6d4-42941b21ce4f,0.237144425
validacion,piano,2,4,288,d0566ee5-70b7-58d0-f779-95e4a78e15d5,0.28719759
validacion,violin,3,7,73,c2dc9e81-aa9b-51ea-fa97-df9ef9672a8e,0.335031801
validacion,violin,3,7,963,ee070c50-df79-5e91-f64c-61b103715337,0.481665006
validacion,violin,3,7,1272,feb4b99b-a5df-5e1b-f017-6c6a6f47d997,0.619136906
validacion,piano,2,4,237,cdcf87d1-67b2-58b4-f433-c85ac1c4c82b,0.079602242
validacion,piano,2,4,480,da35312f-bbc1-5c7d-f771-3d28c4afe76f,0.841288465
validacion,violin,3,7,594,dbce91c0-35a7-5153-fbd5-2f59776e49d0,0.412849479
validacion,piano,2,4,588,dfa77970-7dfe-56c5-f868-5cee06fffe51,0.656384108
validacion,violin,3,7,27,bff5211b-2c5d-5752-ff89-93cf6362f54f,0.089008955
validacion,piano,2,4,959,f3e18aa5-eb89-59e5-f9e4-205f70dff9a0,0.473100355
validacion,piano,2,4,112,c6b00feb-7fd5-589e-f7b0-f7422c99971c,0.847165148
validacion,violin,3,7,267,cc4aef9d-c32e-5ca1-ffe5-1830083fd6d0,0.377424053
validacion,piano,2,4,116,c6e62a7e-3eb3-5eb9-f045-7181073ba553,0.002155124
validacion,violin,3,7,1146,f85b7553-b1b7-5725-f9fc-172c8c64c8e8,0.285491882
validacion,piano,2,4,171,ca19e52b-b692-5710-fc3e-b5b3aa53d486,0.242921322
validacion,violin,3,7,1167,f96012b4-f129-5033-f7c0-8a67f5355998,0.036517059
validacion,flute,1,3,12,c182841e-cd92-536a-f026-7e5077cf57a4,0.805892549
validacion,violin,3,7,1179,f9d802a3-0bf6-50d0-fb8a-52d16d6f4860,0.136720988
validacion,flute,1,3,614,f2693be7-09c2-56ba-f8fd-185c20fde16b,0.291894785
validacion,violin,3,7,40,c0cb1d9a-4165-54bb-f738-ba297506ed0c,0.621559278
validacion,piano,2,4,389,d5525a9f-dfe0-54d0-ff06-d72307fcb9bb,0.22903182
validacion,piano,2,4,67,c4b380dd-4aa6-5ee9-f12b-cb91b5c0022b,0.635238716
validacion,flute,1,3,355,ded43a0a-dd87-5bc4-f1aa-8e44d378485f,0.244861641
validacion,flute,1,3,130,cd50251c-80c2-5bc4-fba6-63aa0027dcda,0.021745202
validacion,piano,2,4,970,f4621e79-c9e6-57eb-f7a3-fe201ab9183a,0.675184093
validacion,piano,2,4,188,cafadf15-7bc7-56a6-f140-df7f4b169d71,0.349478343
validacion,flute,1,3,592,f138f571-e47e-56af-fd81-fe526eef88b4,0.759234251
validacion,violin,3,7,24,bfc7dccf-8abc-5bea-f90b-0401e3a373a7,0.314645422
validacion,piano,2,4,856,eddeb3ca-a7d6-529e-f4e8-c87e5c0d4e5a,0.982427472
validacion,violin,3,7,961,edf04ed3-7c03-5afc-f10b-af508107c08e,0.717649417
validacion,piano,2,4,415,d7181793-e41e-505b-f91b-97108c6dcb85,0.967512543
validacion,flute,1,3,458,e6026bad-b0db-52df-f7ac-33391645659c,0.804472993
validacion,violin,3,7,198,c8c1380a-a3fb-5b47-f14f-55c2483fe9c5,0.127150892
validacion,violin,3,7,893,ea8f66f1-600a-5a81-f69c-0cd67547391c,0.824262528
validacion,violin,3,7,758,e3e9332b-ea28-50d1-f137-0580611b0765,0.625207059
validacion,violin,3,7,429,d3fa8129-f4fd-5369-fbe6-4919f6acb1fc,0.423730807
validacion,piano,2,4,8,c05c7ec3-43ab-5fff-f935-671b891c48d6,0.021731878
validacion,flute,1,3,534,ebba34cd-09d4-5bba-f406-10ee9471357b,0.927014366
validacion,piano,2,4,161,c96d4de4-59da-5af7-f9dc-83b9c2239b2c,0.718798037
validacion,flute,1,3,299,d91b7be2-5ecb-528b-f904-51747f02c02b,0.26966244
validacion,piano,2,4,544,dd38ce53-651a-5d69-f318-a6b2aac74460,0.218532151
validacion,piano,2,4,515,db8eb126-0cea-5e00-fee4-4746b579625b,0.929585094
validacion,violin,3,7,809,e72bf3c5-19ad-544b-fa1c-9937f84fca1b,0.940665989
validacion,piano,2,4,894,f01635f5-857b-5d05-fd04-8bb88e4f8c37,0.483776321
validacion,flute,1,3,43,c63f8bdf-f43d-59ea-f324-39b93503a45a,0.128424939
validacion,flute,1,3,770,fdfbc14d-c203-5c1e-f611-0e36ed69b897,0.13746201
validacion,piano,2,4,714,e632fc8c-32d3-566e-f5d7-5173e7e92c4e,0.300265389
validacion,piano,2,4,1024,f7351c33-2b4f-5ae7-f5c1-6f930a478389,0.184164629
validacion,piano,2,4,1067,f9008450-1b47-5113-f177-5bbeda9e22cc,0.638710351
validacion,violin,3,7,856,e974af32-11ac-559a-f863-61566b94bf79,0.127781726
validacion,violin,3,7,690,e07641dc-e76e-5c86-f9c7-021e71d45c60,0.609568175
validacion,piano,2,4,822,ec0b9d6a-f6a3-5319-f418-c14834773b59,0.797292685
validacion,flute,1,3,619,f2a3033b-1422-576f-f604-270c4b9c8f31,0.562126935
validacion,flute,1,3,378,e0873c46-ff18-5e01-ff81-e05541ab2cb7,0.617026233
validacion,flute,1,3,18,c28ffdec-5796-5e90-fa25-dd1dca704abe,0.178437741
validacion,violin,3,7,543,d9628408-c4fb-51f1-f3c0-1201adeca63a,0.666833816
validacion,guitar,0,1,167,e84aee65-ed88-58bd-f5b8-a40eca06e1f6,0.386347789
validacion,piano,2,4,935,f268f8bc-49ac-5a76-fe64-f88eddfe5c9b,0.192301961
validacion,piano,2,4,584,df62be79-9893-5e0a-f030-2eed0d59d8f9,0.13702954
validacion,piano,2,4,50,c34fa47d-900a-500e-ffea-5adf28414e8b,0.303019733
validacion,violin,3,7,360,d06ff2a4-b292-553e-f417-4e86f31e19e7,0.081788767
validacion,violin,3,7,367,d0f46b05-4a4b-5148-f620-eca388cea2db,0.377624433
validacion,piano,2,4,572,de8db338-8754-5991-fae0-24de6ce9fe67,0.80245656
validacion,violin,3,7,1161,f9204249-661f-5f9f-f30e-573e279d70d0,0.489506565
validacion,piano,2,4,905,f0ad0212-faf9-5598-f950-9312ad6ccc2b,0.254334167
validacion,piano,2,4,430,d7bc6ccb-f629-5a82-f04c-e5234b15ea9d,0.493158197
validacion,violin,3,7,109,c481b6b8-084f-5e06-f0fc-b6376086ac1f,0.135475475
validacion,flute,1,3,159,cec55d7d-004e-5d06-ff9a-0a7152bc1589,0.85182125
validacion,violin,3,7,696,e0cc6917-116f-58ca-fe61-eece09635d75,0.925950784
validacion,piano,2,4,688,e4e33432-827d-50a7-f12b-c9adab695a72,0.217940255
validacion,violin,3,7,660,ded8e234-4f47-5361-fe8b-080bc05e0bf7,0.263649381
validacion,violin,3,7,889,ea6506d5-f17f-559f-fe66-bd424d47e68f,0.643152651
validacion,piano,2,4,442,d8513c2a-fbe8-5adc-f53d-987ed9c1ba36,0.477355813
validacion,guitar,0,1,67,d73cc78c-9c63-5a04-fafd-d00b129533a9,0.194622364
validacion,guitar,0,1,241,f4c3c16c-68aa-58fc-f825-b05758d7b56b,0.915007038
validacion,piano,2,4,786,ea0d8d0f-c4a1-5c9c-f4de-04333d0242d5,0.019666402
validacion,piano,2,4,660,e2c8b57d-2f0d-5de7-f392-3d546128eadf,0.389147441
validacion,piano,2,4,647,e20cdd6b-a85f-5c9f-f914-5d64eaa52279,0.072842292
validacion,piano,2,4,586,df75aa29-a818-5fb6-f26c-428372b7f0a4,0.590687268
validacion,violin,3,7,469,d5a5f76e-7240-57f6-fa02-871aaea4c0f0,0.064102515
validacion,guitar,0,1,101,dd635031-d857-5faa-f9ca-a9681bd5cc7c,0.262384426
validacion,violin,3,7,503,d7172724-3cf6-5dc1-f018-69ec961bde66,0.852261383
validacion,piano,2,4,256,cebb7e68-c11a-5b9b-fde7-d3d3e586f60b,0.228327807
validacion,flute,1,3,113,cc770fdb-bfbe-5c38-f543-9a466e2ba03f,0.880930159
validacion,flute,1,3,453,e54af2e0-487f-5b7a-f7e9-37ce332fdb97,0.276665819
validacion,flute,1,3,347,de2b50b0-14f6-521e-fc26-a60774c8c6dc,0.897822499
validacion,piano,2,4,138,c86e0b5e-c0e7-5b37-fe6b-671c9905cfdc,0.343911648
validacion,violin,3,7,913,ebff26b4-0dd1-5af6-f314-041ed8f05350,0.274770205
validacion,guitar,0,1,81,d91e2798-ee55-5367-f545-2cd89ca9e141,0.728931687
validacion,violin,3,7,1221,fc05780d-5b5f-5e17-f96b-fe4bf130b703,0.28784537
validacion,flute,1,3,457,e5a460b1-7f4e-549e-f57c-a51c9ea63fba,0.157168883
validacion,violin,3,7,184,c84e0292-7a18-57b8-f536-396efe53128a,0.961217168
validacion,violin,3,7,218,c9aa2951-449b-5cf9-fb79-1ac8239ebcd7,0.538292558
validacion,flute,1,3,755,fd2eb079-dfed-5382-fea2-98ec97ed5c93,0.458949254
validacion,flute,1,3,705,f9990462-42a1-5bde-f8da-e05de3698031,0.831947153
validacion,guitar,0,1,223,f1e29b3d-19a8-5d7e-ff47-73be0f1e455f,0.926994899
validacion,piano,2,4,775,e997b2ef-79c1-5494-f97c-6ec5997de97c,0.852007376
validacion,piano,2,4,413,d707c866-d1f7-5a51-f02d-60e4ab1f5a32,0.174128302
validacion,flute,1,3,317,db190883-3933-5320-f706-223c70265a2f,0.51806795
validacion,flute,1,3,693,f8f3d9c5-4423-5d12-f321-5e03f9fde93a,0.399922532
validacion,piano,2,4,404,d64b313d-c645-5c68-fae4-2c489b27edef,0.939046963
validacion,piano,2,4,834,ec8d768c-86e1-5612-f24f-33caed5384c8,0.97190942
validacion,violin,3,7,500,d7046833-eeaa-51fc-f750-5bd3325cd2ea,0.583905041
validacion,flute,1,3,529,eb98df63-e181-5f09-f8c1-0981093d803c,0.229924383
validacion,flute,1,3,258,d632abf4-b0e5-5b4c-ff5c-651004a2a407,0.70105989
validacion,violin,3,7,950,ed75055a-23af-5d97-fb7c-46149659008c,0.169885069
validacion,violin,3,7,1012,f0d4db80-45f3-5ee4-f354-29c765d61f2d,0.009006095
validacion,flute,1,3,26,c438dca5-9cb9-577d-fd6f-0ee9f01fecac,0.545641277
validacion,flute,1,3,584,f09446a4-dd65-511c-fd10-9398ab6dc7dc,0.132886503
validacion,piano,2,4,477,da04d1d1-c593-5bf5-f5c9-c72ece1988bc,0.485293769
validacion,violin,3,7,1178,f9d4e944-892d-5be0-f3bf-430ab53654a0,0.011922608
validacion,piano,2,4,601,e01c0f15-a843-567f-f719-161865e79f6f,0.748055165
validacion,violin,3,7,655,de901be4-5703-5137-f785-c006a2beeaf6,0.344115369
validacion,piano,2,4,792,ea65253c-1b70-5544-fd05-03807404b933,0.650299676
validacion,violin,3,7,478,d5f76fa4-1987-563e-fb19-a816f5a3761a,0.790120197
validacion,violin,3,7,587,db654344-51a1-56cc-fb92-c1ffa508416a,0.304645453
validacion,violin,3,7,1173,f988b7d3-f32d-5cda-fbef-8035a0e7e866,0.69077078
validacion,violin,3,7,525,d8410412-b5a8-56a2-f125-83da8416d5d9,0.053198428
validacion,violin,3,7,702,e10d1961-5275-592a-fc54-5cbbd5594594,0.375453197
validacion,violin,3,7,152,c6a03285-406a-5950-fc73-cee67a4c5f25,0.286920947
validacion,flute,1,3,209,d2c392de-5336-56b9-ffd3-3ed949d7fa72,0.341775054
validacion,flute,1,3,139,cd98d169-427c-5556-f872-5807aba81623,0.348219731
validacion,piano,2,4,835,ec98d0be-7428-5b4c-fc1c-44d600ecaaba,0.504577525
validacion,piano,2,4,215,cc8b2acd-8345-5cc7-fa09-a6a4209e4306,0.355286257
validacion,piano,2,4,180,cab6c260-5921-592d-fe0f-127c2cc08f1e,0.55297857
validacion,guitar,0,1,157,e678842c-3974-5002-f841-c2bbab456584,0.460309781
validacion,flute,1,3,788,ff08fd26-b255-5063-f41a-bce3ecdef695,0.501355032
validacion,violin,3,7,501,d7082887-dfa1-5436-f08c-2a3c58a34a60,0.880647059
validacion,guitar,0,1,226,f21bb4b2-f819-5c03-f36f-91bb1fb015cb,0.579059337
validacion,flute,1,3,23,c35f119a-993d-5e3a-f875-f5cee2293900,0.216019407
validacion,piano,2,4,672,e3c5f421-2eb1-5d79-fe47-244c4d3df60b,0.623888743
